district,block,cluster,gp,n_students,pct_mean,pct_sd,gp_id,pct_floor,pct_p90,gender_gap_pp
Haveri,B0053 hanagal,C1806 araleshwar,806 arleshwar,318,60.3,23.7,806,30.0,90.0,8.9
Haveri,B0053 hanagal,C1843 bammanahalli,1001 bammanhalli,305,45.72,28.0,1001,5.0,83.0,9.27
Haveri,B0053 hanagal,C1843 bammanahalli,2848 hullatti,337,53.58,23.79,2848,20.0,85.0,8.56
Haveri,B0053 hanagal,C1867 belagalpet,1146 belagalapet,70,50.07,22.9,1146,24.5,80.0,15.04
Haveri,B0053 hanagal,C1867 belagalpet,213009380 aladakatti,341,47.21,28.41,213009380,5.0,85.0,-0.37
Haveri,B0053 hanagal,C1867 belagalpet,4343 masanakatti,180,57.19,27.91,4343,15.0,95.0,12.33
Haveri,B0053 hanagal,C1946 chikkaunashi hosur,1616 chikkousihosur,315,51.95,25.73,1616,15.0,85.0,1.59
Haveri,B0053 hanagal,C1946 chikkaunashi hosur,213009377 makaravalli,135,38.85,25.4,213009377,5.0,75.0,5.07
Haveri,B0053 hanagal,C1946 chikkaunashi hosur,2132 gondi,75,59.27,25.04,2132,25.0,90.0,8.61
Haveri,B0053 hanagal,C2033 gejjihalli,2084 gejjihalli,246,59.17,24.56,2084,25.0,90.0,7.88
Haveri,B0053 hanagal,C2033 gejjihalli,2643 hirekanagi,334,51.06,25.1,2643,15.0,85.0,3.99
Haveri,B0053 hanagal,C2096 hangal urdu,3765 kopparsikoppa,167,40.18,28.63,3765,5.0,85.0,8.87
Haveri,B0053 hanagal,C2318 kopparsikoppa,3765 kopparsikoppa,138,52.86,30.33,3765,10.0,90.0,4.32
Haveri,B0053 hanagal,C2318 kopparsikoppa,934 baichavalli,265,51.94,24.84,934,17.0,85.0,8.67
Haveri,B0053 hanagal,C2347 kusnur,3530 kelavarkoppa,157,58.85,24.55,3530,20.0,90.0,6.61
Haveri,B0053 hanagal,C2347 kusnur,3958 kusnur,129,50.89,26.04,3958,20.0,90.0,11.13
Haveri,B0053 hanagal,C2385 maharajpet,3428 karagudari,297,54.38,24.88,3428,15.0,85.0,-1.68
Haveri,B0053 hanagal,C2385 maharajpet,6087 yalvatti,337,51.62,27.13,6087,15.0,90.0,3.56
Haveri,B0053 hanagal,C2494 naregal,3825 kudal,135,62.89,16.51,3825,45.0,88.0,5.11
Haveri,B0053 hanagal,C2494 naregal,4297 maranbeed,201,50.92,27.93,4297,10.0,85.0,8.08
Haveri,B0053 hanagal,C2494 naregal,6433 naregal,320,43.77,30.15,6433,5.0,85.0,11.38
Haveri,B0053 hanagal,C2577 sammasagi,4273 mantagi,262,48.17,26.66,4273,10.0,85.0,8.2
Haveri,B0053 hanagal,C2577 sammasagi,5186 sammasagi,102,64.9,25.06,5186,25.5,94.5,5.68
Haveri,B0053 hanagal,C2610 shirgod,5358 shirgod,270,41.7,26.57,5358,5.0,80.0,10.76
Haveri,B0053 hanagal,C2610 shirgod,6422 hirur,226,49.56,25.75,6422,12.5,85.0,5.91
Haveri,B0053 hanagal,C2624 shyadaguppi,3274 kallapur,239,45.96,27.71,3274,10.0,85.0,3.01
Haveri,B0053 hanagal,C2624 shyadaguppi,4175 malgund,207,47.78,25.69,4175,10.0,80.0,0.14
Haveri,B0053 hanagal,C2624 shyadaguppi,5570 syadguppi,303,65.28,23.51,5570,30.0,95.0,1.19
Haveri,B0053 hanagal,C2691 tilavalli,2744 honkan,215,76.86,18.77,2744,50.0,100.0,5.89
Haveri,B0053 hanagal,C2691 tilavalli,3626 kirvadi,248,52.96,23.74,3626,20.0,85.0,8.8
Haveri,B0053 hanagal,C2691 tilavalli,5774 tiluvalli,254,65.85,23.25,5774,35.0,95.0,3.56
Haveri,B0053 hanagal,C2710 uppanasi,5459 somasagar,274,46.88,25.3,5459,15.0,80.0,-1.87
Haveri,B0053 hanagal,C2710 uppanasi,5909 uppanasi,351,39.8,27.88,5909,5.0,80.0,11.05
Haveri,B0053 hanagal,C2770 akkialur urdu,2132 gondi,142,59.58,26.41,2132,20.5,90.0,4.66
Haveri,B0058 hirekerur,C0342 chikkerur,1237 betkerur,113,52.43,26.7,1237,15.0,85.0,-1.3
Haveri,B0058 hirekerur,C0342 chikkerur,1615 chikkerur,437,62.51,28.99,1615,20.0,95.0,-1.57
Haveri,B0058 hirekerur,C0658 hirekabbar,2641 hirekabbar,249,65.7,18.91,2641,44.0,95.0,3.54
Haveri,B0058 hirekerur,C0658 hirekabbar,6562 hallur,482,50.96,27.27,6562,15.0,90.0,4.55
Haveri,B0058 hirekerur,C1931 channalli,1421 burudukatti,108,60.56,25.48,1421,25.0,90.0,0.52
Haveri,B0058 hirekerur,C1931 channalli,6671 channali,305,66.16,20.1,6671,40.0,90.0,0.19
Haveri,B0058 hirekerur,C1956 chinnamulgunda,1646 chinnamulgund,4,78.75,21.75,1646,57.5,97.0,38.33
Haveri,B0058 hirekerur,C1956 chinnamulgunda,5566 suttakoti,352,57.64,27.4,5566,20.0,95.0,6.62
Haveri,B0058 hirekerur,C1956 chinnamulgunda,6260 aralikatti (h),110,41.68,25.9,6260,9.5,75.0,3.49
Haveri,B0058 hirekerur,C2000 doddagubbi,3839 kudpali,176,48.98,26.78,3839,10.0,82.5,0.69
Haveri,B0058 hirekerur,C2000 doddagubbi,4139 makari,304,50.53,25.2,4139,15.0,85.0,-4.25
Haveri,B0058 hirekerur,C2085 hamsabhavi,1295 bhogavi,120,66.08,18.5,1295,45.0,95.0,2.9
Haveri,B0058 hirekerur,C2085 hamsabhavi,2379 hamsabhavi,125,58.36,26.39,2379,20.0,93.0,-4.33
Haveri,B0058 hirekerur,C2129 hirekerur (urdu),5258 satenhalli,83,65.3,20.13,5258,40.0,90.0,0.17
Haveri,B0058 hirekerur,C2155 hosakatti,4682 nagvanda,144,57.6,23.0,4682,25.0,90.0,2.51
Haveri,B0058 hirekerur,C2155 hosakatti,5593 tadakanalli,119,55.8,24.78,5593,20.0,90.0,-10.61
Haveri,B0058 hirekerur,C2155 hosakatti,682 anaji,238,51.2,25.05,682,20.0,85.0,1.8
Haveri,B0058 hirekerur,C2170 hullatti,2830 hulatti,311,46.62,28.0,2830,10.0,85.0,0.34
Haveri,B0058 hirekerur,C2170 hullatti,3885 kunchur,328,75.02,22.93,3885,45.0,100.0,2.9
Haveri,B0058 hirekerur,C2170 hullatti,4828 nesvi,235,60.94,26.18,4828,25.0,93.0,3.59
Haveri,B0058 hirekerur,C2227 kadur,3195 kadur,367,50.45,27.92,3195,15.0,90.0,7.91
Haveri,B0058 hirekerur,C2227 kadur,3408 kanvi shiddegeri,268,61.75,23.15,3408,30.0,90.0,1.11
Haveri,B0058 hirekerur,C2301 kod,3636 kod,248,53.37,29.52,3636,10.0,90.0,12.74
Haveri,B0058 hirekerur,C2301 kod,589 aladgeri,280,41.59,28.03,589,5.0,80.5,-10.17
Haveri,B0058 hirekerur,C2415 masur urdu,2667 hiremorab,59,69.49,20.36,2667,45.0,90.0,9.12
Haveri,B0058 hirekerur,C2415 masur urdu,3669 kodmaggi,128,60.39,13.25,3669,50.0,80.0,0.79
Haveri,B0058 hirekerur,C2416 masur,4354 masur,383,66.75,20.95,4354,40.0,95.0,5.34
Haveri,B0058 hirekerur,C2416 masur,4776 nedi negalu,323,73.92,22.0,4776,40.0,100.0,-0.55
Haveri,B0058 hirekerur,C2424 medur,3669 kodmaggi,112,45.0,26.16,3669,10.0,80.0,9.3
Haveri,B0058 hirekerur,C2424 medur,4399 medur,121,41.32,29.45,4399,5.0,80.0,15.78
Haveri,B0058 hirekerur,C2558 rattihalli,213009444 chikkayadachi,182,85.55,12.86,213009444,75.0,95.0,2.06
Haveri,B0058 hirekerur,C2558 rattihalli,2667 hiremorab,60,56.92,27.36,2667,20.0,90.0,12.91
Haveri,B0058 hirekerur,C2558 rattihalli,5357 shirgambi,215,59.21,25.61,5357,25.0,93.0,9.33
Haveri,B0058 hirekerur,C2590 satenhalli,1621 chikonatti,89,51.97,29.13,1621,10.0,91.0,0.48
Haveri,B0058 hirekerur,C2590 satenhalli,3142 kachavi,90,70.94,21.83,3142,40.0,95.0,2.44
Haveri,B0058 hirekerur,C2590 satenhalli,5258 satenhalli,91,60.82,27.84,5258,20.0,95.0,5.59
Haveri,B0058 hirekerur,C2590 satenhalli,6347 madlur,103,49.9,30.12,6347,10.0,99.0,16.73
Haveri,B0058 hirekerur,C2666 tavaragi,2956 ingalgondi,277,68.01,20.62,2956,40.0,90.0,0.16
Haveri,B0058 hirekerur,C2666 tavaragi,5649 tavaragi,191,47.33,26.05,5649,15.0,85.0,0.13
Haveri,B0058 hirekerur,C2767 yattinahalli,506 ablur,251,47.93,28.98,506,5.0,85.0,7.7
Haveri,B0058 hirekerur,C2767 yattinahalli,6121 yattinalli m k,305,72.51,25.1,6121,35.0,100.0,3.69
Haveri,B0114 ranebennur,C0289 chalageri,1473 challageri,37,69.59,21.32,1473,50.0,90.0,11.12
Haveri,B0114 ranebennur,C0289 chalageri,2206 gudihonatti,120,79.25,16.82,2206,60.0,95.0,7.26
Haveri,B0114 ranebennur,C0289 chalageri,3322 kamdod,256,39.1,25.45,3322,5.0,75.0,6.23
Haveri,B0114 ranebennur,C0289 chalageri,3468 karur,429,46.52,25.12,3468,15.0,85.0,2.55
Haveri,B0114 ranebennur,C0289 chalageri,6616 itagi,556,63.02,23.98,6616,30.0,90.0,5.83
Haveri,B0114 ranebennur,C0532 gudihonatti,1617 chikkuravati,62,64.03,22.87,1617,30.0,90.0,3.3
Haveri,B0114 ranebennur,C0532 gudihonatti,2206 gudihonatti,199,44.05,26.86,2206,5.0,81.0,7.02
Haveri,B0114 ranebennur,C0564 halageri,1225 benkangonda,279,74.98,17.28,1225,50.0,95.0,7.41
Haveri,B0114 ranebennur,C0564 halageri,1341 bilhalli,306,61.55,25.98,1341,20.0,90.0,-2.38
Haveri,B0114 ranebennur,C0564 halageri,6552 halgeri,398,56.14,23.33,6552,25.0,85.0,2.06
Haveri,B0114 ranebennur,C0756 itagi,6609 mudenur,128,65.12,23.96,6609,28.5,95.0,0.38
Haveri,B0114 ranebennur,C0997 kotihal,6232 lingadahalli,417,64.93,25.95,6232,25.0,95.0,-0.81
Haveri,B0114 ranebennur,C0997 kotihal,738 antarvalli,77,57.01,28.14,738,15.0,90.0,9.85
Haveri,B0114 ranebennur,C1811 aremallapur,5044 rahutanakatti,313,56.07,27.19,5044,20.0,95.0,-4.59
Haveri,B0114 ranebennur,C1811 aremallapur,6572 somalapur,110,56.68,23.71,6572,24.5,85.0,-0.16
Haveri,B0114 ranebennur,C1811 aremallapur,792 aremallapur,313,54.42,21.54,792,25.0,84.0,-2.99
Haveri,B0114 ranebennur,C1984 devaragudda,2193 guddadaanveri,94,58.72,25.63,2193,21.5,90.0,6.17
Haveri,B0114 ranebennur,C1984 devaragudda,2196 guddaguddapur,321,73.66,16.18,2196,50.0,95.0,6.35
Haveri,B0114 ranebennur,C1984 devaragudda,2736 honatti,168,69.58,16.34,2736,50.0,95.0,6.19
Haveri,B0114 ranebennur,C1984 devaragudda,6596 hanumapur,101,76.24,16.38,6596,55.0,95.0,2.12
Haveri,B0114 ranebennur,C2103 haranagiri,2187 gudagur,136,83.6,13.33,2187,65.0,100.0,0.25
Haveri,B0114 ranebennur,C2103 haranagiri,2459 harangiri,400,79.59,16.56,2459,55.0,100.0,5.85
Haveri,B0114 ranebennur,C2125 hirebidari,2625 hirebidari,348,65.3,25.28,2625,25.0,95.0,4.5
Haveri,B0114 ranebennur,C2125 hirebidari,2965 irani,126,62.18,25.9,2965,17.5,90.0,4.55
Haveri,B0114 ranebennur,C2125 hirebidari,4630 nadiharalahalli,90,61.5,18.61,4630,40.0,90.0,1.0
Haveri,B0114 ranebennur,C2211 joyisaraharalahalli,2551 hediyal,186,62.58,23.77,2551,30.0,95.0,3.53
Haveri,B0114 ranebennur,C2211 joyisaraharalahalli,3084 joisaraharalahalli,154,56.66,27.18,3084,15.0,90.0,9.76
Haveri,B0114 ranebennur,C2211 joyisaraharalahalli,5547 sunkalbidri,212,57.78,24.1,5547,25.0,90.0,9.31
Haveri,B0114 ranebennur,C2211 joyisaraharalahalli,5885 ukkund,293,82.7,15.27,5885,70.0,95.0,0.73
Haveri,B0114 ranebennur,C2232 kakol,3217 kajjari,242,59.36,21.75,3217,25.5,85.0,-0.55
Haveri,B0114 ranebennur,C2232 kakol,3227 kakol,391,46.1,26.64,3227,10.0,85.0,1.04
Haveri,B0114 ranebennur,C2232 kakol,6558 asundi,287,76.74,20.96,6558,43.0,95.0,5.53
Haveri,B0114 ranebennur,C2340 kuppelur,3914 kuppelur,273,77.47,19.68,3914,50.0,100.0,8.52
Haveri,B0114 ranebennur,C2340 kuppelur,4159 malanayakanahalli,106,69.01,19.58,4159,45.0,90.0,2.36
Haveri,B0114 ranebennur,C2340 kuppelur,6528 nittur,235,59.3,24.67,6528,20.0,90.0,9.19
Haveri,B0114 ranebennur,C2388 makanur,3506 kavalettu,161,67.33,20.43,3506,40.0,90.0,4.89
Haveri,B0114 ranebennur,C2388 makanur,3663 kodiyal,104,52.5,23.29,3663,25.0,85.0,5.29
Haveri,B0114 ranebennur,C2388 makanur,4137 makanur,24,68.75,26.96,4137,41.5,93.5,-23.57
Haveri,B0114 ranebennur,C2423 medleri,4398 medleri,512,50.9,28.93,4398,10.0,90.0,3.38
Haveri,B0114 ranebennur,C2423 medleri,6455 belur,197,49.26,29.94,6455,5.0,90.0,-1.52
Haveri,B0114 ranebennur,C2566 rural urdu,5831 tumminkatti,103,51.84,25.3,5831,15.0,85.0,6.76
Haveri,B0114 ranebennur,C2920 ranebennur no 2,5831 tumminkatti,217,58.06,27.83,5831,18.0,92.0,1.15
Haveri,B0118 savanur,C0628 hattimattur,1932 dombarmattur,140,53.18,27.7,1932,15.0,90.0,10.17
Haveri,B0118 savanur,C0628 hattimattur,2517 hattimattur,540,61.27,25.01,2517,25.0,95.0,2.51
Haveri,B0118 savanur,C0628 hattimattur,2665 hiremaralahalli,236,64.77,24.43,2665,30.0,92.5,5.0
Haveri,B0118 savanur,C0628 hattimattur,3026 jallapur,159,58.93,23.46,3026,30.0,90.0,2.21
Haveri,B0118 savanur,C0825 kadakol,2600 hesrur,462,63.48,23.68,2600,30.0,90.0,1.03
Haveri,B0118 savanur,C0825 kadakol,2915 icchangi,376,73.66,22.44,2915,40.0,95.0,-2.3
Haveri,B0118 savanur,C0825 kadakol,6395 kadakol,193,79.3,16.2,6395,55.0,99.0,-1.95
Haveri,B0118 savanur,C0895 karadagi,3419 karadagi,444,69.57,20.01,3419,45.0,90.0,-2.45
Haveri,B0118 savanur,C0895 karadagi,4276 mantrodi,300,55.77,25.59,4276,20.0,90.0,9.96
Haveri,B0118 savanur,C0895 karadagi,5655 teggihalli,149,73.93,20.11,5655,50.0,95.0,4.66
Haveri,B0118 savanur,C1467 savanur urdu,5655 teggihalli,96,70.1,17.65,5655,47.5,92.5,3.15
Haveri,B0118 savanur,C1487 shirabadagi,1627 chillurbadni,525,46.73,28.33,1627,10.0,85.0,5.14
Haveri,B0118 savanur,C1487 shirabadagi,5356 shirbadagi,361,60.79,23.73,5356,25.0,90.0,-1.54
Haveri,B0118 savanur,C1723 yalavagi,2905 huvinashigli,337,62.52,23.68,2905,35.0,95.0,-1.53
Haveri,B0118 savanur,C1723 yalavagi,6142 yelvigi,649,56.49,23.79,6142,25.0,90.0,1.75
Haveri,B0118 savanur,C2179 huralikoppa,2896 hurulikoppi,163,36.5,22.16,2896,10.0,65.0,4.98
Haveri,B0118 savanur,C2179 huralikoppa,3940 kurubara mallur,138,67.97,25.26,3940,30.0,95.0,3.57
Haveri,B0118 savanur,C2179 huralikoppa,5794 tondur,254,49.43,29.09,5794,5.0,88.5,5.55
Haveri,B0118 savanur,C2236 kalakoti,2657 hiremagdur,317,41.56,28.3,2657,5.0,80.0,-2.65
Haveri,B0118 savanur,C2236 kalakoti,3248 kalasur,328,46.11,27.23,3248,10.0,85.0,3.05
Haveri,B0118 savanur,C2667 tavarmellahalli,3898 kunemellahalli,306,54.18,25.92,3898,20.0,90.0,2.58
Haveri,B0118 savanur,C2926 savanur urdu,2896 hurulikoppi,180,37.14,28.74,2896,0.0,75.5,-0.14
Haveri,B0118 savanur,C2926 savanur urdu,5652 tavarmellahalli,156,50.77,29.13,5652,12.5,90.0,15.1
Haveri,B0121 shiggoan,C0162 bannur,2663 hiremallur,79,83.67,10.05,2663,70.0,95.0,3.97
Haveri,B0121 shiggoan,C0162 bannur,3139 kabnur,57,72.81,14.58,3139,50.0,90.0,4.15
Haveri,B0121 shiggoan,C0162 bannur,6355 bannur,322,76.38,19.03,6355,50.0,95.0,5.98
Haveri,B0121 shiggoan,C0976 konankeri,3727 konankeri,382,56.71,24.27,3727,25.0,90.0,2.74
Haveri,B0121 shiggoan,C0976 konankeri,701 andalgi,239,72.93,19.63,701,45.0,95.0,5.15
Haveri,B0121 shiggoan,C1284 narayanpur,2435 hanumarahalli,111,50.99,25.64,2435,20.0,85.0,0.81
Haveri,B0121 shiggoan,C1284 narayanpur,6416 narayanpur,515,72.25,18.72,6416,45.0,95.0,5.65
Haveri,B0121 shiggoan,C1823 baad,2195 guddadchannapur,150,53.5,24.95,2195,24.5,85.0,4.05
Haveri,B0121 shiggoan,C1823 baad,2337 halebankapur,92,84.35,11.49,2337,70.0,95.0,3.82
Haveri,B0121 shiggoan,C1823 baad,3894 kundur,133,45.49,25.94,3894,10.0,80.0,10.78
Haveri,B0121 shiggoan,C1823 baad,894 bada,90,72.72,26.16,894,30.0,100.0,9.48
Haveri,B0121 shiggoan,C1928 chandapur,2809 hotanhalli,198,71.11,17.58,2809,50.0,95.0,2.07
Haveri,B0121 shiggoan,C1928 chandapur,2876 hungunda,148,51.66,27.1,2876,15.0,85.0,8.56
Haveri,B0121 shiggoan,C1928 chandapur,6652 chandapur,291,63.33,22.3,6652,35.0,90.0,-6.19
Haveri,B0121 shiggoan,C1992 dhundasi,1839 dhundasi,96,61.61,18.77,1839,40.0,85.0,3.65
Haveri,B0121 shiggoan,C1992 dhundasi,6505 hosur,275,71.4,16.01,6505,50.0,90.0,3.75
Haveri,B0121 shiggoan,C2123 hirebendigeri,2622 hirebendigeri,228,52.35,25.05,2622,15.0,85.0,9.58
Haveri,B0121 shiggoan,C2123 hirebendigeri,2664 hiremankatti,108,39.91,23.28,2664,13.5,75.0,3.37
Haveri,B0121 shiggoan,C2166 hulagur,1093 basnal,113,72.17,19.82,1093,46.0,95.0,-1.32
Haveri,B0121 shiggoan,C2166 hulagur,2832 hulgur,264,62.03,20.74,2832,35.0,90.0,0.13
Haveri,B0121 shiggoan,C2166 hulagur,3969 kyalkonda,139,62.23,17.58,3969,40.0,85.0,2.8
Haveri,B0121 shiggoan,C2166 hulagur,5372 shishuvinhal,94,33.51,25.29,5372,6.5,68.5,7.8
Haveri,B0121 shiggoan,C2166 hulagur,836 attigeri,258,69.65,20.33,836,40.0,90.0,3.22
Haveri,B0121 shiggoan,C2502 neeralagi,4109 madli,97,48.97,26.84,4109,10.0,80.0,10.59
Haveri,B0121 shiggoan,C2502 neeralagi,4618 n m tadas,73,83.97,12.75,4618,70.0,100.0,5.99
Haveri,B0121 shiggoan,C2502 neeralagi,5969 vanhalli,114,63.95,20.35,5969,40.0,90.0,3.4
Haveri,B0121 shiggoan,C2603 shidenur,213009343 tadas,274,72.46,14.86,213009343,55.0,90.0,2.74
Haveri,B0121 shiggoan,C2604 shiggaon urdu,3139 kabnur,52,63.65,17.07,3139,40.5,85.0,-3.97
Haveri,B0121 shiggoan,C2658 tadas,213009343 tadas,163,74.11,11.8,213009343,60.0,85.0,3.72
Haveri,B0121 shiggoan,C2658 tadas,3906 kunnur,261,60.06,24.88,3906,25.0,95.0,-1.49
Haveri,B0149 haveri,C0550 guttal urdu,2799 hosaritti,141,64.75,23.23,2799,35.0,95.0,-2.05
Haveri,B0149 haveri,C0550 guttal urdu,3407 kanvalli,151,77.38,18.16,3407,50.0,95.0,-3.54
Haveri,B0149 haveri,C1762 agadi,3282 kallihal,130,55.04,26.69,3282,20.0,90.0,5.64
Haveri,B0149 haveri,C1762 agadi,6258 agadi (h),353,41.36,26.56,6258,5.0,80.0,4.5
Haveri,B0149 haveri,C1978 devagiri,3432 karajgi,324,53.04,24.78,3432,20.0,85.0,-9.2
Haveri,B0149 haveri,C1978 devagiri,6424 kolur (k),214,41.47,25.41,6424,5.0,75.0,6.47
Haveri,B0149 haveri,C1978 devagiri,6585 devagiri,300,51.2,23.35,6585,20.0,85.0,2.14
Haveri,B0149 haveri,C1987 devihosur,1815 devihosur,347,65.82,26.36,1815,25.0,95.0,15.74
Haveri,B0149 haveri,C1987 devihosur,6392 aladakatti,309,71.12,21.47,6392,40.0,100.0,-0.09
Haveri,B0149 haveri,C1987 devihosur,6496 naganur,263,64.13,23.26,6496,35.0,95.0,-0.88
Haveri,B0149 haveri,C2060 guttal urdu,4790 neglur,150,49.2,26.29,4790,15.0,85.0,15.9
Haveri,B0149 haveri,C2061 guttal,1076 basapur,356,37.81,25.11,1076,7.5,75.0,-0.15
Haveri,B0149 haveri,C2108 havnur,2521 havamshi,124,62.34,27.44,2521,20.0,95.0,8.57
Haveri,B0149 haveri,C2108 havnur,2524 havanur,428,45.08,28.64,2524,10.0,85.0,32.87
Haveri,B0149 haveri,C2108 havnur,3353 kanchargatti,305,35.43,22.79,3353,10.0,70.0,1.65
Haveri,B0149 haveri,C2159 hosaritti,2410 handignur,260,62.15,25.41,2410,25.0,90.0,9.52
Haveri,B0149 haveri,C2159 hosaritti,2799 hosaritti,158,51.01,25.92,2799,20.0,90.0,6.58
Haveri,B0149 haveri,C2220 kabbur,3137 kabbur,304,54.52,25.75,3137,20.0,85.0,5.65
Haveri,B0149 haveri,C2220 kabbur,3864 kulenur,227,53.08,24.49,3864,20.0,85.0,-2.15
Haveri,B0149 haveri,C2220 kabbur,5208 sangur,273,71.92,22.27,5208,40.0,99.0,6.27
Haveri,B0149 haveri,C2261 kanvalli,3407 kanvalli,182,53.05,22.88,3407,25.0,85.0,4.17
Haveri,B0149 haveri,C2261 kanvalli,3486 katenhalli,252,62.66,21.96,3486,35.0,90.0,-1.01
Haveri,B0149 haveri,C2261 kanvalli,3926 kurgund,144,56.81,29.22,3926,16.5,93.5,-2.26
Haveri,B0149 haveri,C2344 kurubgonda,2727 homabaradi,127,74.84,19.04,2727,55.0,95.0,4.12
Haveri,B0149 haveri,C2344 kurubgonda,3341 kanakapur,128,52.03,24.15,3341,15.0,80.0,0.72
Haveri,B0149 haveri,C2344 kurubgonda,3942 kurubgonda,320,48.86,24.68,3942,20.0,85.0,10.61
Haveri,B0149 haveri,C2344 kurubgonda,4807 nelogal,288,64.27,21.24,4807,35.0,95.0,11.07
Haveri,B0149 haveri,C2413 marol,2322 halagi,117,48.38,28.15,2322,8.0,80.0,-4.09
Haveri,B0149 haveri,C2413 marol,2791 hosakittur,109,47.84,26.94,2791,9.0,85.0,-0.19
Haveri,B0149 haveri,C2413 marol,4790 neglur,175,60.29,26.65,4790,20.0,95.0,13.55
Haveri,B0149 haveri,C2413 marol,6601 marol,300,42.75,26.17,6601,9.5,80.0,3.12
Haveri,B0149 haveri,C2431 mevundi,1169 belavagi,293,73.91,20.16,1169,45.0,95.0,0.18
Haveri,B0149 haveri,C2431 mevundi,4438 mevundi,259,63.26,26.52,4438,25.0,95.0,3.69
Haveri,B0149 haveri,C2757 yalagaccha,1404 budagatti,119,58.03,21.37,1404,35.0,85.0,0.96
Haveri,B0149 haveri,C2757 yalagaccha,3728 konantambgi,164,71.25,15.64,3728,50.0,90.0,3.8
Haveri,B0149 haveri,C2757 yalagaccha,6074 yalgacha,270,54.63,28.06,6074,15.0,95.0,9.55
Kalaburagi,B0001 afzalpur,C0100 atnoor,4183 mallabad,209,39.09,25.8,4183,5.0,75.0,-4.51
Kalaburagi,B0001 afzalpur,C0100 atnoor,5663 tellur,107,39.81,25.49,5663,10.0,80.0,7.49
Kalaburagi,B0001 afzalpur,C0100 atnoor,829 atnoor,185,35.76,22.76,829,10.0,65.0,-3.46
Kalaburagi,B0001 afzalpur,C0100 atnoor,995 baluragi,78,41.22,24.88,995,10.0,71.5,-16.23
Kalaburagi,B0001 afzalpur,C0141 baluragi,4707 nandargi,426,55.7,30.37,4707,10.0,90.0,-0.38
Kalaburagi,B0001 afzalpur,C0141 baluragi,995 baluragi,234,37.71,29.31,995,0.0,85.0,-2.61
Kalaburagi,B0001 afzalpur,C0149 bandarwad,1019 bandarwad,377,32.4,27.37,1019,0.0,75.0,9.85
Kalaburagi,B0001 afzalpur,C0149 bandarwad,2503 hasargundagi,410,36.84,24.53,2503,5.0,70.0,-4.35
Kalaburagi,B0001 afzalpur,C0219 bhairamadagi,1264 bhairamadagi,255,51.86,30.03,1264,5.0,90.0,-1.33
Kalaburagi,B0001 afzalpur,C0219 bhairamadagi,4112 madra (b),186,52.2,29.4,4112,7.5,90.0,2.81
Kalaburagi,B0001 afzalpur,C0366 chowdapur,1681 chowdapur,298,41.51,28.95,1681,5.0,80.0,6.5
Kalaburagi,B0001 afzalpur,C0366 chowdapur,4112 madra (b),113,73.41,21.59,4112,45.0,100.0,-3.51
Kalaburagi,B0001 afzalpur,C0385 deval gangapur,1762 kallur,219,33.11,25.57,1762,4.0,70.0,-5.93
Kalaburagi,B0001 afzalpur,C0385 deval gangapur,1770 deval ganagapur,266,38.44,27.61,1770,5.0,80.0,12.67
Kalaburagi,B0001 afzalpur,C0385 deval gangapur,2093 ghattarga,235,26.43,25.21,2093,0.0,65.0,-10.84
Kalaburagi,B0001 afzalpur,C0385 deval gangapur,5663 tellur,240,31.85,26.35,5663,0.0,70.0,-7.57
Kalaburagi,B0001 afzalpur,C0385 deval gangapur,735 anoor,338,54.04,24.47,735,15.0,85.0,-1.95
Kalaburagi,B0001 afzalpur,C0499 ghattarga,1762 kallur,140,37.07,27.3,1762,0.0,75.0,-3.02
Kalaburagi,B0001 afzalpur,C0499 ghattarga,2093 ghattarga,101,26.68,25.9,2093,0.0,65.0,-1.81
Kalaburagi,B0001 afzalpur,C0504 gobbur (b),1310 bidanoor,269,62.62,28.32,1310,19.0,95.0,-4.46
Kalaburagi,B0001 afzalpur,C0504 gobbur (b),2104 gobbur (b),190,49.63,28.05,2104,10.0,90.0,12.59
Kalaburagi,B0001 afzalpur,C0517 gour (b),1035 bankalaga,189,37.86,19.73,1035,10.0,65.0,-0.95
Kalaburagi,B0001 afzalpur,C0517 gour (b),2167 gour (b),192,38.41,29.25,2167,0.0,80.0,-1.08
Kalaburagi,B0001 afzalpur,C0898 karajagi,1035 bankalaga,107,41.4,26.26,1035,5.0,75.0,-8.62
Kalaburagi,B0001 afzalpur,C0898 karajagi,3431 karajagi,503,40.49,26.27,3431,5.0,75.0,-2.38
Kalaburagi,B0001 afzalpur,C0898 karajagi,5064 ram nagar,238,27.39,23.85,5064,0.0,65.0,-3.43
Kalaburagi,B0001 afzalpur,C0898 karajagi,622 allagi (b),432,27.91,23.4,622,0.0,65.0,-1.42
Kalaburagi,B0001 afzalpur,C1135 mannur,5064 ram nagar,79,41.46,28.37,5064,5.0,80.0,5.95
Kalaburagi,B0001 afzalpur,C1135 mannur,5850 udachan,589,71.67,24.14,5850,35.0,95.0,4.31
Kalaburagi,B0001 afzalpur,C1135 mannur,6449 mannur,571,60.14,25.61,6449,20.0,90.0,-4.03
Kalaburagi,B0001 afzalpur,C1156 mashal,4347 mashal,652,40.46,29.85,4347,5.0,85.0,-6.08
Kalaburagi,B0001 afzalpur,C1407 revoor (b),4183 mallabad,353,57.11,29.53,4183,10.0,90.0,4.15
