district,block,cluster,gp,pct_mean_first,pct_floor_first,n_students_first,pct_mean_last,pct_floor_last,n_students_last,change_pp,floor_change_pp,annualised_pp,years,instrument_caveat
Kodagu,B0140 virajpet,C1364 polibetta,5004 polibetta,59.67,25.0,60,38.78,12.0,45,-20.89,-13.0,-10.44,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Tumakuru,B0127 sira,C1081 madalooru,4067 madaluru,63.98,35.0,127,43.13,10.0,142,-20.85,-25.0,-10.42,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Vijayanagara,B0055 harapanahalli,C0086 arasikere,5755 thouduru,52.7,15.0,217,31.86,0.0,236,-20.84,-15.0,-10.42,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Mandya,B0103 nagamangala,C0693 honnavara,6466 honnavara,75.38,55.0,104,54.55,13.0,77,-20.83,-42.0,-10.42,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kalaburagi,B0119 sedam,C1082 madana,4071 madana,47.96,15.0,164,27.13,5.0,141,-20.83,-10.0,-10.42,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kalaburagi,B0048 gulbarga north,C0442 dongargaon,1941 dongargoan,47.55,8.5,98,26.79,0.0,81,-20.76,-8.5,-10.38,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Bagalkote,B0021 bilagi,C1501 siddapur,4654 nagaral,69.87,40.0,156,49.16,7.0,225,-20.71,-33.0,-10.36,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Hassan,B0018 belur,C0958 kogodu,2887 hunuganahally,75.95,60.0,21,55.25,35.0,61,-20.7,-25.0,-10.35,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Vijayanagara,B0065 hosapete,C0344 chilakana hatti,1624 chilakanahatti,53.56,16.0,163,32.95,0.0,375,-20.61,-16.0,-10.3,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Gadag,B0043 gadag rural,C1724 yalishirur,6078 yalishirur,66.17,30.0,145,45.57,10.0,290,-20.6,-20.0,-10.3,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chitradurga,B0035 chitradurga,C0459 esamudra,1988 esamudra,51.37,15.0,131,30.77,0.0,163,-20.6,-15.0,-10.3,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kodagu,B0140 virajpet,C0840 kakotu parambu,3228 kakotuparambu,79.7,61.0,33,59.11,13.5,28,-20.59,-47.5,-10.3,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Tumakuru,B0135 tiptur,C0531 gudigondanahalli,2205 gudigondanahalli,75.62,50.0,89,55.05,20.0,101,-20.57,-30.0,-10.28,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Vijayanagara,B0055 harapanahalli,C0321 chigateri,1554 chigateri,52.14,15.0,124,31.59,5.0,145,-20.55,-10.0,-10.28,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Yadgir,B0123 shorapur,C1145 maranal,4296 maranal,65.75,30.0,173,45.21,10.0,218,-20.54,-20.0,-10.27,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Ramanagara,B0077 kanakapura,C0816 kabbal,3135 kabbalu,81.93,62.5,96,61.39,25.0,90,-20.54,-37.5,-10.27,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chitradurga,B0059 hiriyur,C0017 adivala,527 adivala,57.34,20.0,218,36.83,5.0,199,-20.51,-15.0,-10.26,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Mandya,B0109 pandavapura,C1346 pandava pura,1574 chikkade,86.19,75.0,42,65.71,35.0,63,-20.48,-40.0,-10.24,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Koppal,B0044 gangavathi,C0064 anegundi,5192 sanapur,57.66,19.0,109,37.19,10.0,80,-20.47,-9.0,-10.23,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Tumakuru,B0087 kunigal,C0923 kempanahalli,6493 kempanahalli,78.06,50.0,103,57.59,25.0,56,-20.47,-25.0,-10.23,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Bengaluru Rural,B0064 hosakote,C0766 jadigenahalli,3585 khaji hosahalli,57.8,20.0,84,37.33,5.0,60,-20.47,-15.0,-10.23,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Raichur,B0111 raichur,C0318 chicksugur,1550 chickasuguru,55.99,20.0,136,35.56,5.0,108,-20.43,-15.0,-10.22,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Vijayanagara,B0084 kudligi,C0297 chandrasekhara pura,1194 belligatti,44.09,10.0,175,23.66,0.0,179,-20.43,-10.0,-10.22,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Bagalkote,B0069 hunagund,C0644 heremagi,1665 chittaragi,66.34,33.0,97,45.94,10.0,143,-20.4,-23.0,-10.2,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chamarajanagara,B0080 kollegala,C1222 mulluru,5603 tagarapura,83.72,65.0,156,63.32,35.0,149,-20.4,-30.0,-10.2,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Koppal,B0044 gangavathi,C1234 musalapur,4580 musalapura,72.94,50.0,124,52.57,10.0,187,-20.37,-40.0,-10.19,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Bidar,B0068 humnabad,C0298 changlera,1502 changlera,82.22,65.0,169,61.92,35.0,177,-20.3,-30.0,-10.15,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Haveri,B0118 savanur,C1487 shirabadagi,1627 chillurbadni,67.15,40.0,156,46.86,10.0,191,-20.29,-30.0,-10.15,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chitradurga,B0026 challakere,C1177 meerasabeehalli,1507 channammanagathihalli,49.14,10.0,162,28.85,0.0,152,-20.29,-10.0,-10.15,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kalaburagi,B0036 chittapur,C1363 pethsiroor,4336 martur,39.03,5.0,165,18.81,0.0,159,-20.22,-5.0,-10.11,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kalaburagi,B0033 chincholi,C1311 nidgunda,4841 nidgunda,40.34,10.0,132,20.14,0.0,107,-20.2,-10.0,-10.1,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Hassan,B0116 sakaleshapura,C0919 kelagalale,1361 biradahalli,70.77,40.0,39,50.62,14.5,40,-20.15,-25.5,-10.08,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Mandya,B0090 maddur,C0212 besagara hally,1231 besagara hally,68.19,25.0,91,48.04,15.0,120,-20.15,-10.0,-10.08,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Bengaluru Rural,B0064 hosakote,C0210 bendiganahalli,2983 ittasandra,74.62,37.0,65,54.53,15.0,85,-20.09,-22.0,-10.04,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chitradurga,B0026 challakere,C1349 parashurampura,4961 parashurampura,53.5,11.5,204,33.43,0.0,258,-20.07,-11.5,-10.04,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Bidar,B0019 bhalki,C0229 bhatsangvi,4433 methimelkunda,63.4,28.5,78,43.47,5.0,59,-19.93,-23.5,-9.96,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Mandya,B0103 nagamangala,C1244 mylarapattana,2440 haradana hally,77.9,50.0,112,57.99,23.0,127,-19.91,-27.0,-9.96,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Yadgir,B0123 shorapur,C1108 malla (b),6066 yalagi,62.21,20.0,149,42.35,5.0,200,-19.86,-15.0,-9.93,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Ballari,B0013 ballari west,C0856 kallukamba,3287 kallukamba,47.19,15.0,137,27.34,0.0,252,-19.85,-15.0,-9.92,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Dharwad,B0066 hubli,C0082 aralikatti,6259 b.aralikatti,59.55,20.0,101,39.7,5.0,117,-19.85,-15.0,-9.92,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Bidar,B0068 humnabad,C1515 sitalgera,5442 sitalgera,69.72,39.5,90,49.89,15.0,88,-19.83,-24.5,-9.92,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Vijayanagara,B0051 hadagali,C0561 hagaranooru,2304 hagaranoor,54.46,10.0,111,34.64,5.0,168,-19.82,-5.0,-9.91,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Yadgir,B0120 shahapur,C1492 shirwal,5370 shirwal,68.64,40.0,107,48.83,0.0,183,-19.81,-40.0,-9.9,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Mandya,B0132 srirangapatna,C1094 mahadevapura,4124 mahadevapura,62.7,40.0,139,42.91,0.0,86,-19.79,-40.0,-9.9,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Tumakuru,B0137 turuvekere,C1063 lokkammana halli,4023 lokammanahalli,82.01,60.0,77,62.25,20.0,91,-19.76,-40.0,-9.88,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Raichur,B0111 raichur,C1731 yaragera,6661 jambaladinni,61.7,20.0,44,41.94,10.0,67,-19.76,-10.0,-9.88,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Mandya,B0103 nagamangala,C0687 honakere,2733 honakere,69.31,50.0,58,49.63,5.0,54,-19.68,-45.0,-9.84,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Mandya,B0132 srirangapatna,C0482 ganangooru,3128 k.shettahally,78.79,60.0,70,59.14,10.0,70,-19.65,-50.0,-9.82,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Vijayanagara,B0084 kudligi,C1094 mahadevapura,749 appayyanahalli,50.56,7.0,135,30.94,0.0,133,-19.62,-7.0,-9.81,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Koppal,B0088 kustagi,C0717 hulgeri,3482 katapura,51.23,12.5,106,31.64,0.0,168,-19.59,-12.5,-9.8,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Tumakuru,B0137 turuvekere,C0673 hittala koppa,4254 manichenduru,76.28,49.0,109,56.71,17.5,76,-19.57,-31.5,-9.78,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kalaburagi,B0002 aland,C1161 mataki,3614 kinnisultan,53.36,15.0,134,33.8,0.0,154,-19.56,-15.0,-9.78,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Koppal,B0088 kustagi,C0717 hulgeri,6181 antaratana,60.83,30.0,151,41.29,10.0,132,-19.54,-20.0,-9.77,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Hassan,B0018 belur,C0248 bikkodu,1336 bikkodu,66.82,55.0,44,47.33,15.0,45,-19.49,-40.0,-9.74,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Koppal,B0044 gangavathi,C0930 kesarahatti,2596 heruru,50.75,10.0,120,31.26,0.0,195,-19.49,-10.0,-9.74,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Mandya,B0109 pandavapura,C0328 chikkabyadarahalli,3333 kanagana maradi,81.13,70.0,53,61.65,25.0,91,-19.48,-45.0,-9.74,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Vijayanagara,B0065 hosapete,C1101 malapana gudi,2378 hampi,53.48,24.0,79,34.01,0.0,156,-19.47,-24.0,-9.73,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Koppal,B0143 yelburga,C0215 bevoor,4567 murade,53.49,20.0,106,34.03,0.0,221,-19.46,-20.0,-9.73,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kalaburagi,B0049 gulbarga south,C0230 bheemalli,1289 bhimalli,54.95,12.5,96,35.5,9.0,109,-19.45,-3.5,-9.73,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Bagalkote,B0021 bilagi,C0884 kandagal,2101 girisagar,75.75,55.0,120,56.3,10.0,185,-19.45,-45.0,-9.73,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chamarajanagara,B0027 chamarajanagar,C1125 mangala,6264 mangala,56.72,15.0,116,37.36,5.0,104,-19.36,-10.0,-9.68,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kalaburagi,B0049 gulbarga south,C0689 honna kiranagi,1996 firozabad,53.26,10.0,132,33.9,10.0,123,-19.36,0.0,-9.68,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Tumakuru,B0046 gubbi,C0983 kondli,3746 kondli,83.72,65.0,113,64.36,25.0,109,-19.36,-40.0,-9.68,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kolar,B0131 srinivasapur,C0524 gownipalli,2177 gownipalli,44.14,10.0,145,24.79,0.0,48,-19.35,-10.0,-9.68,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chitradurga,B0059 hiriyur,C0620 harthikote,2063 gannayakanahalli,68.59,30.0,85,49.27,15.0,124,-19.32,-15.0,-9.66,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Bidar,B0007 aurad,C1004 koudgoan,1841 dhupathmahagaon,70.94,45.0,80,51.62,14.0,99,-19.32,-31.0,-9.66,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Ballari,B0128 siruguppa,C0802 k belgal,3116 k.belagallu,34.67,5.0,169,15.4,0.0,260,-19.27,-5.0,-9.64,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chikkaballapura,B0124 sidlaghatta,C1422 sadali,5146 sadali,61.9,30.0,71,42.69,15.0,91,-19.21,-15.0,-9.6,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Bidar,B0007 aurad,C0354 chintaki,4672 nagmarpalli,78.02,53.5,58,58.82,35.0,51,-19.2,-18.5,-9.6,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kalaburagi,B0073 jewargi,C0061 andola,1365 biryal 11,56.58,34.5,120,37.42,10.0,184,-19.16,-24.5,-9.58,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Vijayanagara,B0051 hadagali,C0913 kathe bennur,4138 makarabbi,58.75,21.5,44,39.62,10.0,145,-19.13,-11.5,-9.56,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Vijayanagara,B0051 hadagali,C0758 ittigi,4126 mahajanadhahalli,60.98,20.0,133,41.86,5.0,159,-19.12,-15.0,-9.56,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Ballari,B0117 sandur,C0363 chornur,1675 choranuru,84.48,61.5,154,65.41,33.0,147,-19.07,-28.5,-9.54,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Tumakuru,B0137 turuvekere,C0282 bythara hosahalli,1441 byatharahosahalli,82.33,60.0,45,63.28,40.0,58,-19.05,-20.0,-9.52,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Raichur,B0096 manvi,C0661 hirekotnekal,1296 bhoghavati,75.91,60.0,160,56.86,30.0,228,-19.05,-30.0,-9.52,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Gadag,B0043 gadag rural,C0685 hombal,2729 hombal,64.24,33.5,158,45.21,10.0,267,-19.03,-23.5,-9.52,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Davanagere,B0056 harihara,C0392 devara belakere,1790 devara belakere,56.17,20.0,154,37.16,5.0,141,-19.01,-15.0,-9.5,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Koppal,B0044 gangavathi,C0930 kesarahatti,3569 kesarahatti,67.46,35.0,128,48.46,15.0,191,-19.0,-20.0,-9.5,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Ballari,B0013 ballari west,C0856 kallukamba,2282 h.veerapura,42.85,0.0,130,23.88,0.0,249,-18.97,0.0,-9.48,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Ballari,B0117 sandur,C0259 bomma gatta,1384 bommagatta,46.58,5.0,139,27.62,0.0,246,-18.96,-5.0,-9.48,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Tumakuru,B0087 kunigal,C0722 huliyurdurga,2275 h l durga,71.61,34.5,90,52.67,20.0,90,-18.94,-14.5,-9.47,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
